Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name
11	71164155	71235153	NADSYN1
5	43444354	43483995	C5orf28
18	74962505	74980858	GALR1
14	22694641	22695149	TRAV36DV7
1	67873493	67896098	SERBP1
12	95470525	95611258	FGD6
15	73344051	73597547	NEO1
13	79885962	79980612	RBM26
11	118032666	118047388	SCN2B
17	28575218	28619074	BLMH
12	39943835	40013553	ABCD2
9	139256355	139268133	CARD9
14	22931924	22934779	TRDC
3	121382046	121468602	GOLGB1
3	73110810	73112488	EBLN2
12	10564911	10573194	KLRC3
11	62703857	62752455	SLC22A6
4	2229191	2243891	HAUS3
16	72088491	72094954	HP
11	20409076	20530840	PRMT3
5	72251808	72386349	FCHO2
18	6729717	6915715	ARHGAP28
6	3118608	3153812	BPHL
12	10579453	10594899	KLRC2
3	18386879	18487080	SATB1
2	196440701	196602426	SLC39A10
4	122722472	122738176	EXOSC9
HSCHR6_MHC_MANN	31551738	31554120	ATP6V1G2
3	73431584	73674091	PDZRN3
9	139270029	139293249	SNAPC4
17	38599702	38613983	IGFBP4
22	39174513	39190203	DNAL4
12	123011793	123110943	KNTC1
5	148521046	148640105	ABLIM3
4	2249159	2264021	MXD4
10	12110971	12165224	DHTKD1
2	9724101	9771143	YWHAQ
16	31539185	31540124	AHSP
1	68150744	68154021	GADD45A
HSCHR6_MHC_MANN	31554142	31566099	NFKBIL1
22	39214457	39239987	NPTXR
8	101162812	101166230	POLR2K
18	76829285	77138283	ATP9B
13	80055287	80130210	NDFIP2
17	38632080	38657849	TNS4
22	39257455	39268319	CBX6
1	68167149	68299150	GNG12
X	131337053	131353471	RAP2C
16	3701640	3767598	TRAP1
HSCHR6_MHC_QBL	31698009	31719779	MSH5
17	10424465	10453274	MYH2
1	68511645	68517314	DIRAS3
1	227751244	227865144	ZNF678
19	49999622	50002946	RPS11
10	74870217	74891586	NUDT13
9	139296377	139305061	SDCCAG3
6	29909037	29913661	HLA-A
22	39348746	39359188	APOBEC3A
HSCHR6_MHC_MANN	31579318	31581588	LTA
5	122358945	122372436	PPIC
1	27860546	27930942	AHDC1
13	80910111	80915086	SPRY2
8	101170134	101271506	SPAG1
14	69254377	69263190	ZFP36L1
X	54834032	54842445	MAGED2
8	48920960	48977268	UBE2V2
2	207630081	207657233	FASTKD2
21	46683843	46707813	POFUT2
12	103351464	103354294	ASCL1
HSCHR6_MHC_MANN	31582831	31585600	TNF
1	153746830	153752633	SLC27A3
7	6833765	6866401	CCZ1B
11	20620946	20680831	SLC6A5
2	160956177	161128399	ITGB6
16	31885079	31928668	ZNF267
7	86825478	86849903	TMEM243
13	88324870	88331871	SLITRK5
1	3569084	3652765	TP73
13	92050929	93519490	GPC5
HSCHR6_MHC_MANN	31587819	31589786	LTB
12	57984957	57997198	PIP4K2C
22	39410088	39416357	APOBEC3C
17	4901243	4931696	KIF1C
1	227918126	227923112	JMJD4
1	27938575	27961788	FGR
HSCHR5_1_CTG1	68646822	68665854	TAF9
2	234118697	234204320	ATG16L1
20	25051521	25062996	VSX1
1	68564142	68698803	WLS
5	137774706	137782658	REEP2
19	35606732	35615228	FXYD3
9	139305110	139318213	PMPCA
11	62756626	62783311	SLC22A8
16	32684852	32688053	TP53TG3
2	219919142	219925189	IHH
8	145554228	145559943	SCRT1
1	153777201	153895451	GATAD2B
22	39436609	39449915	APOBEC3F
X	100523241	100548059	TAF7L
13	95089558	95131936	DCT
19	50010073	50029590	FCGRT
12	51674822	51718452	BIN2
X	131503345	131623996	MBNL3
HSCHR6_MHC_MANN	31593388	31596173	LST1
2	219940039	220025587	NHEJ1
3	147103833	147124647	ZIC4
6	31937587	31940069	DXO
22	39436924	39483748	APOBEC3G
1	228270361	228286912	ARF1
2	98962618	99015064	CNGA3
13	95226308	95248511	TGDS
17	56347217	56358296	MPO
2	74588281	74619214	DCTN1
7	100240720	100254084	ACTL6B
HSCHR17_1	44339179	44390746	CRHR1
9	139323071	139334274	INPP5E
8	49623348	49647870	EFCAB1
11	71249071	71250253	KRTAP5-8
8	22545172	22550815	EGR3
11	71259466	71260653	KRTAP5-9
X	48553945	48567403	SUV39H1
1	27992572	27998729	IFI6
15	45422131	45457774	DUOX1
1	68894505	68915642	RPE65
12	133656424	133684130	ZNF140
1	153901977	153919172	DENND4B
8	145577795	145584932	SLC52A2
10	105206543	105212660	CALHM2
13	95361886	95364389	SOX21
X	100600649	100604184	TIMM8A
22	39516172	39548679	CBX7
7	117854727	117882785	ANKRD7
1	228288427	228293112	C1orf35
16	3775055	3930727	CREBBP
11	20691117	21597227	NELL1
2	9983483	10074545	TAF1B
HSCHR6_MHC_QBL	31749636	31753979	VARS
HSCHR6_MHC_MANN	31596159	31600249	NCR3
8	22844930	22877712	RHOBTB2
12	95611522	95696566	VEZT
5	43526369	43557860	PAIP1
X	48644962	48652716	GATA1
17	4935895	4955304	SLC52A1
5	1050499	1112150	SLC12A7
7	7196565	7288282	C1GALT1
11	118124118	118135251	MPZL2
22	39619364	39640756	PDGFB
9	70432004	70497240	CBWD5
2	207938861	208031991	KLF7
16	72088522	72111145	HPR
X	100604435	100641183	BTK
17	56378592	56406152	BZRAP1
HSCHR5_1_CTG1	68665134	68710869	RAD17
X	24806509	24807186	EEF1B2P3
HSCHR6_MHC_QBL	31755421	31765001	LSM2
1	68939835	68962904	DEPDC1
4	83343717	83351294	HNRNPDL
3	121488610	121553926	IQCB1
19	11200038	11244492	LDLR
5	170846660	170884627	FGF18
14	69340860	69446157	ACTN1
20	25176329	25207365	ENTPD6
5	137801179	137805004	EGR1
4	122737599	122745087	CCNA2
11	118175260	118186890	CD3E
13	95672083	95953687	ABCC4
19	50030875	50050219	RCN3
17	74132414	74137380	FOXJ1
5	137841784	137878989	ETF1
16	72127461	72146811	DHX38
X	26576454	26579169	VENTXP1
2	196602427	196933536	DNAH7
4	2463947	2627047	RNF4
HSCHR6_MHC_QBL	31767647	31773092	HSPA1L
17	28705923	28797007	CPD
8	145579091	145583036	FBXL6
8	49830249	49834299	SNAI2
11	71639747	71708643	RNF121
10	12171636	12211960	SEC61A2
19	50058968	50093519	NOSIP
HSCHR6_MHC_QBL	31773491	31775973	HSPA1A
9	139334549	139372141	SEC16A
16	4003388	4166186	ADCY9
HG883_PATCH	26662628	26674035	TNFAIP1
2	85766288	85772403	MAT2A
5	171288553	171433877	FBXW11
1	28052490	28089633	FAM76A
HSCHR6_MHC_QBL	31785766	31788290	HSPA1B
1	153920145	153931101	CRTC2
21	46825052	46933634	COL18A1
HSCHR6_MHC_DBB	31602375	31608169	APOM
2	99061317	99210853	INPP4A
HSCHR6_MHC_MANN	31627937	31645035	PRRC2A
14	102547075	102606036	HSP90AA1
22	39708887	39716394	RPL3
HSCHR6_MHC_COX	32735310	32744079	TAP1
16	46614466	46655538	SHCBP1
HSCHR6_MHC_QBL	31792647	31797799	C6orf48
8	101269288	101348446	RNF19A
3	46710487	46735194	ALS2CL
X	48659784	48683392	HDAC6
17	79976578	79981983	STRA13
11	118209669	118213459	CD3D
4	122745595	122791652	BBS7
18	77155856	77289325	NFATC1
15	73612200	73661605	HCN4
1	3696784	3713068	LRRC47
12	57998405	58003587	DTX3
8	50822349	51706678	SNTG1
16	4307187	4323076	TFAP4
2	85771846	85788670	GGCX
5	43602794	43707507	NNT
2	208394461	208468155	CREB1
13	96085858	96232013	CLDN10
7	100271154	100276797	GNB2
11	22359643	22401049	SLC17A6
8	101521980	101572012	ANKRD46
10	29078117	29085042	LINC00837
11	118215059	118225876	CD3G
3	147111209	147228080	ZIC1
7	119913722	120390385	KCND2
X	54946895	54957864	TRO
6	3153903	3157760	TUBB2A
HG883_PATCH	26684604	26690705	TMEM199
16	46690054	46723430	VPS35
12	10758612	10766222	MAGOHB
14	23016447	23021097	TRAC
17	38710021	38721724	CCR7
19	35629712	35634013	FXYD1
11	22644079	22647387	FANCF
1	3728645	3773778	CEP104
6	43139037	43149243	SRF
7	152341864	152373250	XRCC2
1	70610488	70671303	LRRC40
4	22728998	22729573	CDC42P6
14	23033805	23058175	DAD1
7	120427376	120498456	TSPAN12
HG883_PATCH	26691378	26725182	SARM1
9	139388896	139440314	NOTCH1
2	37428755	37458856	CEBPZ
HSCHR6_MHC_QBL	31815830	31821077	NEU1
15	73852355	73926475	NPTN
13	96230457	96296957	DZIP1
11	22647188	22834601	GAS2
1	28099694	28150963	STX12
HG883_PATCH	26694297	26700110	VTN
3	187086120	187089864	RTP4
14	23067146	23081265	ABHD4
17	4981543	4999669	ZFP3
6	31938868	31950598	STK19
7	86974997	87029111	CROT
19	35634154	35645204	FXYD7
3	187386694	187388187	SST
4	83351715	83382244	ENOPH1
17	5008836	5026411	ZNF232
19	50083903	50094272	PRRG2
17	61994560	61996179	GH1
12	123185840	123187890	HCAR2
4	41258430	41270472	UCHL1
3	19988571	20026667	RAB5A
12	51745031	51786651	GALNT6
9	139553308	139567130	EGFL7
HSCHR5_1_CTG1	68787834	68852251	OCLN
16	4390252	4470495	CORO7-PAM16
12	123237321	123255611	DENR
13	96329393	96447243	DNAJC3
12	10771538	10826917	STYK1
11	118230300	118269926	UBE4A
HSCHR6_MHC_DBB	31608257	31610731	C6orf47
6	111981535	112194655	FYN
19	35645633	35660786	FXYD5
11	71709587	71716761	IL18BP
19	11242196	11266484	SPC24
2	47572297	47614740	EPCAM
17	56422539	56430454	SUPT4H1
2	220036619	220042828	CNPPD1
1	70671365	70718735	SRSF11
18	7566780	8406859	PTPRM
9	139567595	139581875	AGPAT2
2	128395956	128439360	LIMS2
22	39745930	39781593	SYNGR1
7	7606503	7648560	MIOS
5	122847793	122952739	CSNK1G3
10	105253736	105352309	NEURL1
HSCHR6_MHC_QBL	31818406	31967104	CYP21A2
1	228327663	228336685	GUK1
HSCHR6_MHC_COX	32824726	32843224	HLA-DMB
8	22877646	22926692	TNFRSF10B
19	50138549	50143458	RRAS
1	153931575	153940188	SLC39A1
5	137890571	137911133	HSPA9
10	58116989	58121036	ZWINT
10	74889913	74928813	ECD
8	6264113	6501144	MCPH1
3	148415571	148460795	AGTR1
15	45544428	45568149	SLC28A2
13	96453834	96705736	UGGT2
5	72740654	72744352	FOXD1
8	101698044	101735037	PABPC1
1	28157289	28178187	PPP1R8
17	10531843	10560626	MYH3
19	11274943	11308467	KANK2
22	39795746	39833065	TAB1
11	24518516	25104150	LUZP2
5	72794233	72801460	BTF3
7	44788180	44809477	ZMIZ2
1	3773845	3801993	DFFB
4	122800182	122872909	TRPC3
7	87031013	87109751	ABCB4
12	121016567	121019201	POP5
3	20081515	20195896	KAT2B
16	72146056	72210777	PMFBP1
19	50145382	50161899	SCAF1
22	39853349	39888199	MGAT3
15	45653322	45694525	GATM
8	6357172	6420930	ANGPT2
20	25228705	25278650	PYGB
5	171469077	171615390	STK10
9	70943224	71145977	PGM5
16	46723555	46732306	ORC6
11	118271869	118302211	ATP5L
21	46913486	46964325	SLC19A1
22	39895437	39914137	MIEF1
10	180405	300577	ZMYND11
7	120590803	120617270	ING3
12	133707161	133736051	ZNF10
HSCHR6_MHC_MANN	31646291	31659974	BAG6
X	100645812	100651105	RPL36A
HSCHR6_MHC_COX	32838712	32860827	HLA-DMA
10	105348285	105615301	SH3PXD2A
4	83550692	83720010	SCD5
5	148724993	148734146	GRPEL2
8	145618444	145634753	CPSF1
8	6565878	6617184	AGPAT5
7	152456834	152552463	ACTR3B
1	70820488	70851022	HHLA3
12	10851683	10875911	YBX3
9	139685807	139687709	TMEM141
6	43149913	43192325	CUL9
5	171636644	171711075	UBTD2
1	28199055	28213196	THEMIS2
22	39915700	39918691	ATF4
14	23235731	23241007	OXA1L
18	77439801	77514510	CTDP1
16	4404543	4475706	CORO7
9	71320575	71624092	PIP5K1B
HSCHR6_MHC_QBL	31821363	31837218	SLC44A4
3	121554030	121605373	EAF2
1	228337553	228347527	GJC2
8	6728097	6735544	DEFB1
13	97873688	98046374	MBNL2
8	6782215	6783598	DEFA6
HSCHR6_MHC_MCF	28870945	28891932	TRIM27
17	56429861	56494956	RNF43
8	6793344	6795860	DEFA4
19	50162826	50169132	IRF3
17	79981178	79989027	LRRC45
2	220040947	220050201	FAM134A
15	74218330	74244478	LOXL1
19	35739233	35758867	LSR
HG883_PATCH	26800312	26824800	SLC13A2
10	97365696	97416463	ALDH18A1
17	62006100	62009714	CD79B
8	6854288	6875778	DEFA1B
17	5019733	5078329	USP6
1	70876901	70905534	CTH
17	40976402	40995774	PSME3
22	39925098	39928860	RPS19BP1
3	121612936	121662949	SLC15A2
14	45431411	45543634	FAM179B
3	52435029	52444366	BAP1
21	47063608	47362368	PCBP3
8	6912831	6914256	DEFA5
15	45694529	45713617	SPATA5L1
2	234216462	234255701	SAG
2	85788685	85809154	VAMP8
9	71627469	71629039	PRKACG
19	11309971	11373157	DOCK6
13	98086476	98121382	RAP2A
4	2626988	2734292	FAM193A
HSCHR6_MHC_DBB	31615195	31620303	CSNK2B
5	72848160	72861511	ANKRA2
8	7272382	7274385	DEFB4B
9	71650175	71715094	FXN
5	148737570	148749216	PCYOX1L
3	148508889	148577974	CPB1
10	59951278	60027694	IPMK
12	121078355	121105127	CABP1
7	7676149	7758238	RPA3
18	77623668	77660184	KCNG2
2	85811531	85820535	VAMP5
6	84569362	84677143	CYB5R4
9	139702374	139735639	RABL6
18	77662420	77711664	PQLC1
11	71713910	71791739	NUMA1
16	72816784	73093597	ZFHX3
2	196998290	197041227	STK17B
X	48689504	48694035	PCSK1N
7	44836279	44864163	PPIA
1	71318036	71513491	PTGER3
5	172195093	172198198	DUSP1
5	148750887	148783765	IL17B
7	87133175	87342611	ABCB1
11	118307205	118397539	KMT2A
2	161993419	162092732	TANK
HG883_PATCH	26833262	26865915	FOXN1
17	28804380	28854610	GOSR1
HG883_PATCH	26674233	26684545	POLDIP2
12	123319000	123347507	HIP1R
16	74330673	74340186	PSMD7
12	133707570	133783698	ZNF268
11	26210829	26684835	ANO3
8	22941868	22974950	TNFRSF10C
HSCHR6_MHC_SSTO	28870844	28891821	TRIM27
15	74275547	74286963	STOML1
15	45771809	45815005	SLC30A4
5	172261278	172379688	ERGIC1
X	48750730	48755426	TIMM17B
10	48255253	48279200	ANXA8
17	38781214	38804760	SMARCE1
14	45553302	45585485	PRPF39
2	220059959	220074373	ZFAND2B
8	22993101	23021543	TNFRSF10D
17	74305567	74380602	PRPSAP1
10	105642300	105677963	OBFC1
22	39966758	40085742	CACNA1I
18	77732867	77793949	TXNL4A
19	35759881	35770724	USF2
13	98605912	98676551	IPO5
20	25388363	25433264	GINS1
12	58013310	58019934	SLC26A10
HSCHR6_MHC_SSTO	29012010	29013037	OR2W1
6	112375275	112392171	WISP3
HSCHR6_MHC_SSTO	29079695	29080630	OR2J3
HSCHR6_MHC_SSTO	29141342	29142382	OR2J2
9	71736209	71870124	TJP2
7	120628731	120937498	CPED1
17	79989500	79992080	RAC3
18	9102628	9134343	NDUFV2
6	3224495	3231964	TUBB2B
3	46753605	46854064	PRSS50
16	4475806	4506776	DNAJA3
HSCHR6_MHC_SSTO	29340988	29417550	OR12D3
9	139756571	139760738	EDF1
11	26688566	26744974	SLC5A12
5	44809027	44820530	MRPS30
19	11348178	11352619	C19orf80
8	7705398	7726389	SPAG11A
HSCHR6_MHC_SSTO	29364084	29365116	OR12D2
8	23101150	23119512	CHMP7
HSCHR6_MHC_SSTO	29384748	29408405	OR10C1
3	20202085	20227784	SGOL1
1	3805689	3816857	C1orf174
3	148583043	148614983	CPA3
HSCHR6_MHC_QBL	31837931	31855870	EHMT2
HSCHR6_MHC_SSTO	29392955	29424524	OR11A1
1	28218035	28241257	RPA2
17	56566898	56595266	MTMR4
16	74411776	74425978	NPIPB15
5	148871760	148931007	CSNK1A1
1	4714792	4852594	AJAP1
3	187439165	187463515	BCL6
3	46899362	46923659	MYL3
2	128403439	128410213	GPR17
HSCHR6_MHC_SSTO	29424634	29431781	OR2H1
12	10954131	10955226	TAS2R7
12	10958650	10959892	TAS2R8
12	10961693	10962767	TAS2R9
11	27062272	27149356	BBOX1
9	139776364	139821059	TRAF2
21	47401651	47424964	COL6A1
5	137946656	138270723	CTNNA1
HSCHR6_MHC_MANN	31659685	31665479	APOM
1	228395831	228566577	OBSCN
12	10977559	11324212	PRR4
HSCHR6_MHC_COX	32858771	32871622	BRD2
7	44866390	44887682	H2AFV
10	60028818	60049346	CISD1
HSCHR6_MHC_MCF	29012143	29013170	OR2W1
16	46989299	47007699	DNAJA2
X	54959394	55024967	PFKFB1
HSCHR6_MHC_MCF	29079818	29080591	OR2J3
HSCHR6_MHC_MCF	29141459	29142499	OR2J2
6	30034486	30038110	PPP1R11
2	234263153	234380750	DGKD
19	50168823	50177173	BCL2L12
1	28261504	28285668	SMPDL3B
7	153584182	154685995	DPP6
HSCHR6_MHC_MCF	29341124	29417657	OR12D3
1	5922871	6052533	NPHP4
X	48755195	48760420	PQBP1
1	153946745	153950164	JTB
HSCHR6_MHC_MCF	29364201	29365233	OR12D2
5	1253262	1295184	TERT
1	74663896	74699770	FPGT
HSCHR6_MHC_MCF	29384851	29408511	OR10C1
HSCHR5_1_CTG1	68898377	68954986	NAIP
3	52444673	52457657	PHF7
19	11432722	11456946	RAB3D
4	123073488	123283913	KIAA1109
10	60094735	60130513	UBE2D1
9	139834887	139839148	FBXW5
HSCHR6_MHC_MCF	29393060	29424633	OR11A1
9	71939488	72007371	FAM189A2
15	74287014	74340153	PML
18	77794358	77806397	RBFA
12	121124672	121139667	MLEC
HSCHR6_MHC_MCF	29424743	29431890	OR2H1
2	128458596	128568761	WDR33
4	2743375	2758103	TNIP2
HSCHR6_MHC_SSTO	29624456	29639844	MOG
3	46919236	46945287	PTH1R
9	72042446	72287222	APBA1
18	9136226	9285983	ANKRD12
16	74485856	74641012	GLG1
9	139839698	139841426	C8G
12	121148238	121161443	UNC119B
11	27387508	27494322	LGR4
12	51785101	51902980	SLC4A8
18	77866915	77905406	ADNP2
HG348_PATCH	94706846	94732679	KDM4D
6	31949801	31970458	C4A
13	98794816	99102027	FARP1
HSCHR6_MHC_DBB	31626644	31634001	LY6G5C
12	103981051	104160505	STAB2
9	72324438	72374875	PTAR1
2	74648805	74652882	WDR54
2	10182976	10194963	KLF11
16	47111614	47177908	NETO2
16	4524691	4560348	HMOX2
5	172385732	172396774	RPL26L1
2	99225042	99234978	UNC50
8	23127633	23153792	R3HCC1
12	10977916	10978957	TAS2R10
18	9334765	9402418	TWSG1
15	45923346	45983492	SQRDL
12	11033610	11036854	PRH1
14	45584803	45604522	FKBP3
12	11060525	11062161	TAS2R13
2	208576264	208626563	CCNYL1
1	153954127	153958834	RAB13
5	49692026	49739082	EMB
7	44915896	44924960	PURB
18	9475007	9538114	RALBP1
3	52467069	52479101	SEMA3G
8	8640864	8751155	MFHAS1
4	41361624	41702061	LIMCH1
7	8152814	8302317	ICA1
12	121163538	121177811	ACADS
3	148709128	148745419	GYG1
7	100303676	100305118	POP7
1	74663947	75010112	TNNI3K
HSCHR6_MHC_MANN	31665567	31668042	C6orf47
9	139871956	139879887	PTGDS
10	74927924	75004262	FAM149B1
19	35771619	35776046	HAMP
7	100318423	100321323	EPO
19	50179043	50192286	PRMT1
12	11090005	11324172	TAS2R14
3	183903811	183911800	ABCF3
1	228581374	228594541	TRIM11
20	25433341	25566153	NINL
7	45002261	45018697	MYO1G
X	55026790	55035490	APEX2
16	4560676	4588829	CDIP1
10	97423158	97453900	TCTN3
19	35783028	35804707	MAG
5	172410760	172462448	ATP6V0E1
9	72873937	72969804	SMC5
17	62015914	62050278	SCN4A
13	99102455	99230194	STK24
3	78646390	79816965	ROBO1
9	139889087	139891255	CLIC3
14	69658228	69709075	EXD2
21	47518011	47552763	COL6A2
HSCHR6_MHC_MANN	31672506	31677613	CSNK2B
20	25654851	25677477	ZNF337
11	27516123	27528320	LIN7C
12	58017193	58027138	B4GALNT1
9	72999503	73029540	KLF9
1	28285973	28294607	XKR8
17	56597611	56618179	SEPT4
1	228612546	228613026	HIST3H3
20	25744102	25848861	FAM182B
16	47188298	47498060	ITFG1
1	228645065	228645560	HIST3H2A
6	30038043	30043664	RNF39
HSCHR6_MHC_MCF	29523204	29600766	GABBR1
17	10600911	10614550	ADPRM
4	2794750	2842825	SH3BP2
12	11418857	11422739	PRB3
HSCHR6_MHC_COX	32894248	32899682	HLA-DOA
1	228674762	228683467	RNF187
2	99235569	99347589	MGAT4A
14	23242431	23299029	SLC7A7
3	52485118	52488086	TNNC1
20	29611857	29634010	FRG1B
1	153963235	153964626	RPS27
11	27676440	27743605	BDNF
17	28884130	28890511	TBC1D29
13	99336055	99404908	SLC15A1
HSCHR6_MHC_MANN	31683954	31691310	LY6G5C
8	145635126	145642279	SLC39A4
1	75171170	75199092	CRYZ
2	220074490	220083712	ABCB6
17	79993012	79995608	DCXR
17	74372665	74383941	SPHK1
1	229406822	229441641	RAB4A
1	28296855	28415207	EYA3
15	74362198	74374891	GOLGA6A
2	10262455	10271545	RRM2
19	35810164	35838258	CD22
2	208627310	208634287	FZD5
3	21459915	22414812	ZNF385D
18	9546789	9615238	PPP4R1
10	48381487	48390991	RBP3
X	55035488	55057497	ALAS2
10	74943120	75008620	DNAJC9
3	52489134	52527087	NISCH
16	4666494	4740975	MGRN1
1	229566992	229569845	ACTA1
X	100652791	100662913	GLA
HSCHR6_MHC_SSTO	29687514	29703210	HLA-F
14	102690837	102771537	MOK
1	28473677	28520447	PTAFR
7	10971578	10979883	NDUFA4
10	60144782	60158981	TFAM
17	29096406	29151794	CRLF3
1	28525967	28559536	DNAJC8
10	105726959	105788991	SLK
8	23154702	23282841	LOXL2
12	11460017	11463369	PRB4
8	145649000	145653931	VPS28
12	11504757	11548500	PRB1
1	6051526	6161253	KCNAB2
10	60272900	60591195	BICC1
20	30063096	30072708	REM1
1	229577045	229644103	NUP133
6	56951642	57035105	ZNF451
9	139901686	139923367	ABCA2
16	74655292	74700779	RFWD3
8	53023399	53373519	ST18
6	112429963	112576141	LAMA4
5	1317859	1345214	CLPTM1L
14	23299088	23304246	MRPL52
15	47476298	48066420	SEMA6D
16	47495034	47735434	PHKB
11	118415243	118443685	IFT46
7	87256864	87461611	RUNDC3B
8	23243296	23315208	ENTPD4
2	47630108	47789450	MSH2
2	162164549	162268228	PSMD14
4	83739814	83822319	SEC31A
21	47556176	47575481	FTCD
5	149109861	149234585	PPARGC1B
22	40297086	40369725	GRAP2
X	42636722	42637330	PPP1R2P9
X	100663283	100669121	HNRNPH2
3	148747914	148804341	HLTF
7	120965421	120981158	WNT16
16	74746853	74808729	FA2H
X	44335273	44336668	FDPSP5
2	208986331	208989225	CRYGD
12	11802788	12048336	ETV6
2	208992861	208994554	CRYGC
X	100673275	100788446	ARMCX4
7	11013499	11209250	PHF14
2	209007297	209010892	CRYGB
7	120988905	121036418	FAM3C
3	47021173	47051193	NBEAL2
2	209025464	209028300	CRYGA
5	49961733	50142356	PARP8
2	85829979	85876403	USP39
1	28562620	28573417	ATPIF1
11	28042167	28129855	KIF18A
6	85397069	85474237	TBX18
8	145654165	145669827	TONSL
17	62079954	62097994	ICAM2
13	99445741	99738879	DOCK9
18	9708162	9862548	RAB31
16	74907468	75034071	WDR59
4	2845584	2931803	ADD1
1	229728858	229761794	TAF5L
7	121513143	121702090	PTPRZ1
11	118443105	118473748	ARCN1
3	23847394	23932807	UBE2E1
HSCHR6_MHC_SSTO	29791438	29795610	HLA-G
10	75006510	75012451	MRPS16
2	209100951	209130798	IDH1
19	11488236	11495018	EPOR
8	53535016	53658403	RB1CC1
11	30031288	30038570	KCNA4
9	139924626	139927462	FUT7
6	86159809	86205500	NT5E
11	30252563	30256808	FSHB
1	229761981	229795946	URB2
5	172571445	172591390	BNIP1
22	40440821	40731812	TNRC6B
11	71817424	71823826	ANAPC15
17	29158988	29222887	ATAD5
1	28655513	28662476	MED18
9	139933922	139940655	NPDC1
18	9913999	9960018	VAPA
1	76190036	76253260	ACADM
12	12202778	12364018	BCL2L14
19	35849362	35851387	FFAR3
5	72921983	73237818	ARHGEF28
11	30406040	30608419	MPPED2
1	28696114	28826881	PHACTR4
5	149237519	149324356	PDE6A
12	123349882	123380991	VPS37B
19	35934809	35942669	FFAR2
1	230193536	230417870	GALNT2
15	74466012	74469213	ISLR
X	100805514	100809683	ARMCX1
14	23305766	23318236	MMP14
18	3025432	3025564	SNORA70
9	139942550	139948497	ENTPD2
HSCHR6_MHC_SSTO	29897513	29902154	HLA-A
3	187871072	188608460	LPP
X	100870110	100872991	ARMCX6
16	4784273	4799397	C16orf71
7	45039074	45116068	CCM2
9	73143979	74061820	TRPM3
7	87462883	87505672	SLC25A40
8	23386318	23432976	SLC25A37
1	230457392	230561475	PGBD5
HSCHR6_MHC_DBB	31662286	31663762	LY6G6E
2	37458774	37480546	NDUFAF7
22	40742507	40786467	ADSL
HSCHR6_MHC_DBB	31665306	31667754	LY6G6D
8	54138284	54164257	OPRK1
3	23958036	23965183	RPL15
HSCHR5_1_CTG1	69966745	70078950	BDP1
16	4798240	4817625	ZNF500
9	139971953	139978991	UAP1L1
HSCHR6_MHC_MANN	31719609	31721085	LY6G6E
HSCHR6_MHC_DBB	31668544	31676660	C6orf25
6	30070674	30080883	TRIM31
HSCHR6_MHC_MANN	31722629	31725073	LY6G6D
21	47608055	47648738	LSS
17	11501748	11873065	DNAH9
X	100877787	100882833	ARMCX3
1	230778235	230829728	COG2
8	23536206	23540440	NKX3-1
HSCHR6_MHC_MANN	31725863	31733980	C6orf25
1	6161853	6240183	CHD5
6	57037124	57054631	BAG2
8	23699428	23712320	STC1
19	50243010	50266587	TSKS
7	11409984	11871824	THSD7A
2	162272605	162282381	TBR1
3	52529354	52558511	STAB1
5	138204612	138211057	LRRTM2
14	45672393	45722743	MIS18BP1
X	132350697	132352376	TFDP3
12	58087738	58115340	OS9
9	139981379	140003635	MAN1B1
6	57053607	57087078	RAB23
1	76251879	76260764	RABGGTB
1	230838269	230850043	AGT
X	132434131	132549518	GPC4
12	123405498	123466196	ABCB9
5	172659112	172662360	NKX2-5
